,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.params.EGO_BRAKING_THRESHOLD,point.params.EGO_SPEED,rho
0,0.8339604744999507,0.8338180879977114,0.8217950209870071,0.9003996837419928,0.2940968193135703,0.1250390400158472,1.0,1.0,1.0,0.1750338082975264,0.1750338082975264,0.1750338082975264,13.51125307526342,3.678195971395195,1.0
1,0.864246466632064,0.8676618480176546,0.8360773612313774,0.245085483130988,0.6288350055686027,0.6934073282100635,0.9567513822278296,0.9567513822278296,0.9567513822278296,0.7167926633888969,0.29337987643249397,0.19116541275069854,5.096193907500106,28.560773836698047,1.0
2,0.4288353518730247,0.4059048310638143,0.39726237083313076,0.31768755067747706,0.27654771030997877,0.27654771030997877,0.6695618589446523,0.5142574579008056,0.5142574579008056,0.8447478041242247,0.7100671430643523,0.4340383346360164,11.072806520750468,21.30245997551229,1.0
3,0.5684059649293255,0.2237576602596275,0.2237576602596275,0.4895164246982182,0.548444916016795,0.676699405348367,0.5851596216249154,0.5851596216249154,0.5851596216249154,0.10878568732065862,0.10878568732065862,0.10878568732065862,9.164283780020929,4.901595156141406,1.0
4,0.2513828112905116,0.2513828112905116,0.2513828112905116,0.8438418402058104,0.8233829541534665,0.8188799456768815,0.883023187261581,0.6967529823334011,0.461958993675462,0.9943252808472599,0.993754293183231,0.9936093364020292,9.186409835553128,7.08867542333501,1.0
5,0.4752467138513007,0.3962886578989324,0.3962886578989324,0.7615400690538011,0.7615400690538011,0.7615400690538011,0.25621535149178154,0.20096835939541746,0.20096835939541746,0.8794861135869454,0.8794861135869454,0.8794861135869454,9.384345403615718,29.522755112216615,1.0
6,0.5318349291432765,0.6521823499125825,0.7745600356918527,0.1390131843896827,0.1390131843896827,0.1390131843896827,0.2025158081957791,0.1892998918211652,0.1661670912516168,1.0,1.0,1.0,10.558800418838644,21.948192586372425,1.0
7,0.7828624848831676,0.7691426119431838,0.7500879410361232,0.7675328475712491,0.39939732310035003,0.39939732310035003,0.7959734260588046,0.31070084366801864,0.31070084366801864,1.0,1.0,1.0,14.434046634596577,7.682275226649428,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,0.8931896951228374,0.8585863171621951,0.8585863171621951,0.9255225801318304,0.9255225801318304,0.9255225801318304,7.634712797769927,6.205829045271099,1.0
9,0.06610262431735917,0.06610262431735917,0.06610262431735917,0.8966418587350427,0.8707236583147258,0.8605893466154733,0.8003760565945277,0.7062256036683723,0.7062256036683723,0.983288698451336,0.9726017937484515,0.960720430111774,6.565620479596946,9.109504493079436,1.0
10,0.09505822880725394,0.09505822880725394,0.09505822880725394,0.22397343606750372,0.22397343606750372,0.22397343606750372,0.09502127648879856,0.09221467528529763,0.09221467528529763,0.7099478134833389,0.7099478134833389,0.7099478134833389,12.817318980860923,12.140039982704401,1.0
11,0.6202375700818747,0.6202375700818747,0.6202375700818747,0.6218234432050495,0.582603600205218,0.5269758570464559,0.9003440963085214,0.8740691396344225,0.8598179591053385,0.5464283879859598,0.47271714779381757,0.47271714779381757,10.506049493999704,22.178688238702616,1.0
12,0.40732108597243843,0.40732108597243843,0.40732108597243843,0.5513300320036696,0.5513300320036696,0.5513300320036696,0.6202336041699079,0.5840870891298047,0.5840870891298047,0.9625277404469702,0.9625277404469702,0.9625277404469702,8.691798700901696,17.04759632163912,1.0
13,0.8199844885240064,0.823111527235623,0.7641602883816879,0.3378155078671615,0.307108726416146,0.28950597609619877,0.7980089461538105,0.7566579176415122,0.5459802787184427,0.20004899281156777,0.187532161630011,0.187532161630011,13.613014274714049,13.158570486885926,1.0
14,0.3608964906609958,0.3465348521742359,0.3465348521742359,0.8341677693622368,0.5741593575861983,0.4661077744028225,0.9354329833099497,0.9202803816941112,0.9202803816941112,0.5371300855064153,0.5371300855064153,0.5371300855064153,5.926404208056006,19.1388109835341,1.0
15,0.8941098960243308,0.8941098960243308,0.8941098960243308,0.9634063267629991,0.9634063267629991,0.9634063267629991,0.7987260738620608,0.703285375869043,0.7024254692715249,0.9260261160382484,0.9260261160382484,0.9260261160382484,13.518726522805947,2.009189884298724,1.0
16,1.0,1.0,1.0,0.6586358579301713,0.23595984639429934,0.23595984639429934,0.09040767652367639,0.09040767652367639,0.09040767652367639,0.5138838914483584,0.447040828279333,0.19770131296076432,10.579213619232267,18.08295154448518,1.0
17,0.8836244119987965,0.8836244119987965,0.8836244119987965,0.24348881888517954,0.24348881888517954,0.24348881888517954,0.6919467004787009,0.427263473709584,0.20425875774219093,0.7701097490540822,0.7701097490540822,0.7701097490540822,7.064057220165404,6.112245594036195,1.0
18,0.19389532155868283,0.6515814928382124,0.33890461500107094,0.6978756673429014,0.5889744480818884,0.387191047519885,0.7865682751733767,0.7074437174572754,0.7074437174572754,0.9572893441468493,0.9572893441468493,0.9572893441468493,10.54668387138547,27.28750031800295,1.0
19,0.8070529970754694,0.7063830563159066,0.5048155117946509,0.8968025911555679,0.8212994516205225,0.6674763686616896,0.776794591993148,0.7272097800319526,0.7272097800319526,0.7796535236215596,0.7060381796407975,0.7060381796407975,5.247870248748401,24.058176125810423,1.0
20,0.8183021626601947,0.8057573478034478,0.7770773857223514,0.8484958894964614,0.7883211691020148,0.6524635962913812,0.8463104648001246,0.22971510947076335,0.22971510947076335,0.7458008382948226,0.7458008382948226,0.7458008382948226,13.507628074843167,19.891485208435217,1.0
21,0.7776651343773253,0.5728001924463195,0.42985887767946673,0.14301009190779806,0.11853905205984558,0.11076679390199212,0.7573956475922387,0.2568425857299309,0.2568425857299309,0.30375979973341327,0.6145766881815702,0.642335219317531,7.201789673217744,2.346550708623613,1.0
22,0.5417689920312636,0.5417689920312636,0.5417689920312636,0.6774181445694428,0.3541707749506821,0.21950762601588802,0.4587150945015659,0.4587150945015659,0.4587150945015659,0.22230083887921978,0.22230083887921978,0.22230083887921978,11.513644017870142,16.663772820428,1.0
23,0.9882192920779593,0.9882192920779593,0.9882192920779593,0.9462349160212892,0.9462349160212892,0.9462349160212892,0.9061617242503109,0.9061617242503109,0.9061617242503109,0.23648179120908575,0.23648179120908575,0.23648179120908575,5.624862395838541,29.25649061715031,1.0
24,0.359114916126705,0.359114916126705,0.359114916126705,0.5400031712753594,0.3524370752233793,0.23639213440276108,0.13172944064694952,0.13172944064694952,0.13172944064694952,0.46412606549942476,0.46412606549942476,0.46412606549942476,13.064315967117457,28.314892981138158,1.0
25,1.0,1.0,1.0,1.0,1.0,1.0,0.6333759731827378,0.30870738998226,0.22109765713487717,0.17996827257743644,0.11289176027007838,0.11289176027007838,7.992093906540538,5.843328703715271,1.0
26,0.25554000928204645,0.18582964198087648,0.18582964198087648,1.0,1.0,1.0,0.9265683860421348,0.8900532564725209,0.88456929204966,0.5532041915618532,0.508589353919101,0.45293175052030954,10.515010712715842,16.84676041837029,1.0
27,0.6218786875531925,0.6218786875531925,0.6218786875531925,0.5333113082216305,0.3563828416509788,0.26130402116778484,0.23922562806671904,0.23922562806671904,0.23922562806671904,0.40289242917965196,0.6173661377666387,0.6736410950681203,12.356901940897734,13.079875224023812,1.0
